date	tt	title	year	directors	stars	plot
2017-08-13	tt1907668	Flight	2012	Robert Zemeckis	Nadine Velazquez,Denzel Washington,Carter Cabassa	Troubling questions arise after airline pilot Whip Whitaker makes a miracle landing after a mid-air catastrophe.
2017-08-18	tt2103281	Dawn of the Planet of the Apes	2014	Matt Reeves	Andy Serkis,Jason Clarke,Gary Oldman	The fragile peace between apes and humans is threatened as mistrust and betrayal threaten to plunge both tribes into a war for dominance over the Earth.
2017-08-19	tt2096673	Inside Out	2015	Ronnie Del Carmen,Pete Docter	Amy Poehler,Phyllis Smith,Richard Kind	After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions, Joy, Fear, Anger, Disgust, and Sadness, conflict on how best to navigate a new city, house, and school.
2017-08-20	tt2234155	The Internship	2013	Shawn Levy	Vince Vaughn,Owen Wilson,Rose Byrne	Two salesmen whose careers have been torpedoed by the digital age find their way into a coveted internship at Google, where they must compete with a group of young, tech-savvy geniuses for a shot at employment.
2017-08-21	tt1125849	The Wrestler	2008	Darren Aronofsky	Mickey Rourke,Marisa Tomei,Evan Rachel Wood	A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.
2017-08-26	tt1837703	The Fifth Estate	2013	Bill Condon	Peter Capaldi,David Thewlis,Anatole Taubman	A dramatic thriller based on real events that reveals the quest to expose the deceptions and corruptions of power that turned an Internet upstart into the 21st century's most fiercely debated organization.
2017-09-04	tt1219289	Limitless	2011	Neil Burger	Bradley Cooper,Robert De Niro,Abbie Cornish	A mysterious pill that enables the user to access 100% of his brain's abilities transforms a struggling writer into a financial wizard, but it also puts him in a new world with many dangers.
2017-09-09	tt1210819	The Lone Ranger	2013	Gore Verbinski	Johnny Depp,Armie Hammer,William Fichtner	Native American warrior Tonto recounts the untold tales that transformed John Reid, a man of the law, into a legend of justice.
2017-09-10	tt1606378	A Good Day to Die Hard	2013	John Moore	Bruce Willis,Jai Courtney,Sebastian Koch	John McClane travels to Russia to help out his seemingly wayward son, Jack, only to discover that Jack is a CIA operative working undercover, causing the father and son to team up against underworld forces.
2017-09-11	tt0383010	The Three Stooges	2012	Bobby Farrelly,Peter Farrelly	Sean Hayes,Will Sasso,Chris Diamantopoulos	While trying to save their childhood orphanage, Moe, Larry, and Curly inadvertently stumble into a murder plot and wind up starring in a reality television show.
2017-09-11	tt0486576	Fantastic Four: Rise of the Silver Surfer	2007	Tim Story	Ioan Gruffudd,Jessica Alba,Chris Evans	The Fantastic Four learn that they aren't the only super-powered beings in the universe when they square off against the powerful Silver Surfer and the planet-eating Galactus.
2017-09-15	tt0478970	Ant-Man	2015	Peyton Reed	Paul Rudd,Michael Douglas,Evangeline Lilly	Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world.
2017-09-16	tt0478304	The Tree of Life	2011	Terrence Malick	Brad Pitt,Sean Penn,Jessica Chastain	The story of a family in Waco, Texas in 1956. The eldest son witnesses the loss of innocence and struggles with his parents' conflicting teachings.
2017-09-17	tt1229238	Mission: Impossible - Ghost Protocol	2011	Brad Bird	Tom Cruise,Paula Patton,Simon Pegg	The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name.
2017-09-19	tt0383010	The Three Stooges	2012	Bobby Farrelly,Peter Farrelly	Sean Hayes,Will Sasso,Chris Diamantopoulos	While trying to save their childhood orphanage, Moe, Larry, and Curly inadvertently stumble into a murder plot and wind up starring in a reality television show.
2017-09-23	tt2203939	The Other Woman	2014	Nick Cassavetes	Cameron Diaz,Leslie Mann,Nikolaj Coster-Waldau	After discovering that her boyfriend is married, Carly meets the wife he's been betraying; when yet another affair is discovered, all three women team up to plot revenge on the three-timing S.O.B.
2017-09-30	tt1924435	Let's Be Cops	2014	Luke Greenfield	Jake Johnson,Damon Wayans Jr.,Rob Riggle	Two struggling pals dress as police officers for a costume party and become neighborhood sensations. But when these newly-minted "heroes" get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.
2017-10-02	tt1413495	Paranoia	2013	Robert Luketic	Liam Hemsworth,Gary Oldman,Amber Heard	An entry-level employee at a powerful corporation finds himself occupying a corner office, but at a dangerous price: he must spy on his boss's old mentor to secure for him a multi-billion dollar advantage.
2017-10-05	tt1815862	After Earth	2013	M. Night Shyamalan	Jaden Smith,Will Smith,Sophie Okonedo	A crash landing leaves Kitai Raige and his father Cypher stranded on Earth, a millennium after events forced humanity's escape. With Cypher injured, Kitai must embark on a perilous journey to signal for help.
2017-10-06	tt2369135	Need for Speed	2014	Scott Waugh	Aaron Paul,Dominic Cooper,Imogen Poots	Fresh from prison, a street racer who was framed by a wealthy business associate joins a cross-country race with revenge in mind. His ex-partner, learning of the plan, places a massive bounty on his head as the race begins.
2017-10-07	tt1300854	Iron Man 3	2013	Shane Black	Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle	When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.
2017-10-08	tt1458175	The Next Three Days	2010	Paul Haggis	Russell Crowe,Elizabeth Banks,Michael Buie	A married couple's life is turned upside down when the wife is accused of a murder.
2017-10-14	tt1440728	The American	2010	Anton Corbijn	George Clooney,Irina Björklund,Lars Hjelm	An assassin hides out in Italy for one last assignment.
2017-10-15	tt1386703	Total Recall	2012	Len Wiseman	Colin Farrell,Kate Beckinsale,Jessica Biel	A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run.
2017-10-21	tt1634122	Johnny English Reborn	2011	Oliver Parker	Roger Barclay,Eric Carte,Rowan Atkinson	Johnny English goes up against international assassins hunting down Chinese Premier Xiang Ping.
2017-10-22	tt2395427	Avengers: Age of Ultron	2015	Joss Whedon	Robert Downey Jr.,Chris Hemsworth,Mark Ruffalo	When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan.
2017-10-23	tt1307068	Seeking a Friend for the End of the World	2012	Lorene Scafaria	Steve Carell,Keira Knightley,Adam Brody	As an asteroid nears Earth, a man finds himself alone after his wife leaves in a panic. He decides to take a road trip to reunite with his high school sweetheart. Accompanying him is a neighbor who inadvertently puts a wrench in his plan.
2017-11-12	tt0842926	The Kids Are All Right	2010	Lisa Cholodenko	Julianne Moore,Annette Bening,Mark Ruffalo	Two children conceived by artificial insemination bring their biological father into their non-traditional family life.
2017-11-19	tt0800369	Thor	2011	Kenneth Branagh	Chris Hemsworth,Natalie Portman,Tom Hiddleston	The powerful but arrogant god Thor is cast out of Asgard to live amongst humans in Midgard (Earth), where he soon becomes one of their finest defenders.
2017-11-25	tt1981115	Thor: The Dark World	2013	Alan Taylor	Chris Hemsworth,Natalie Portman,Tom Hiddleston	When the Dark Elves attempt to plunge the universe into darkness, Thor must embark on a perilous and personal journey that will reunite him with doctor Jane Foster.
2017-11-26	tt1648093	The Lost Bladesman	2011	Felix Chong,Alan Mak	Donnie Yen,Wen Jiang,Li Sun	The story of legendary Guan Yu crossing five passes & slaying six generals. He played a major role in the civil war that led to the collapse of Han Dynasty & the establishment of Shu Han of the 3 Kingdoms, making Liu Bei its first emperor.
2017-12-03	tt1964418	Tomorrowland	2015	Brad Bird	George Clooney,Hugh Laurie,Britt Robertson	Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.
2017-12-10	tt1340138	Terminator Genisys	2015	Alan Taylor	Arnold Schwarzenegger,Jason Clarke,Emilia Clarke	When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.
2017-12-16	tt0829150	Dracula Untold	2014	Gary Shore	Luke Evans,Sarah Gadon,Dominic Cooper	As his kingdom is being threatened by the Turks, young prince Vlad Tepes must become a monster feared by his own people in order to obtain the power needed to protect his own family, and the families of his kingdom.
2017-12-17	tt1392190	Mad Max: Fury Road	2015	George Miller	Tom Hardy,Charlize Theron,Nicholas Hoult	In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max.
2017-12-30	tt1374992	Upside Down	2012	Juan Solanas	Jim Sturgess,Kirsten Dunst,Timothy Spall	Adam and Eden fell in love as teens despite the fact that they live on twinned worlds with gravities that pull in opposite directions. Ten years after a forced separation, Adam sets out on a dangerous quest to reconnect with his love.
2017-12-31	tt2150371	The Crossing	2014	John Woo	Takeshi Kaneshiro,Ziyi Zhang,Song Hye-kyo	In the midst of the Chinese Revolution during the late 1940s, couples flee to the island of Taiwan.
2018-01-08	tt2194499	About Time	2013	Richard Curtis	Domhnall Gleeson,Rachel McAdams,Bill Nighy	At the age of 21, Tim discovers he can travel in time and change what happens and has happened in his own life. His decision to make his world a better place by getting a girlfriend turns out not to be as easy as you might think.
2018-01-21	tt1535109	Captain Phillips	2013	Paul Greengrass	Tom Hanks,Catherine Keener,Barkhad Abdi	The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.
2018-01-22	tt2379713	Spectre	2015	Sam Mendes	Daniel Craig,Christoph Waltz,Léa Seydoux	A cryptic message from James Bond's past sends him on a trail to uncover the existence of a sinister organisation named SPECTRE. With a new threat dawning, Bond learns the terrible truth about the author of all his pain in his most recent missions.
2018-01-28	tt0443272	Lincoln	2012	Steven Spielberg	Daniel Day-Lewis,Sally Field,David Strathairn	As the Civil War rages on, U.S President Abraham Lincoln struggles with continuing carnage on the battlefield as he fights with many inside his own cabinet on his decision to emancipate the slaves.
2018-02-13	tt1854564	Percy Jackson: Sea of Monsters	2013	Thor Freudenthal	Logan Lerman,Alexandra Daddario,Douglas Smith	In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters, to find the mythical Golden Fleece, all the while trying to stop an ancient evil from rising.
2018-02-15	tt1707386	Les Misérables	2012	Tom Hooper	Hugh Jackman,Russell Crowe,Anne Hathaway	In 19th-century France, Jean Valjean, who, for decades, has been hunted by the ruthless policeman Javert after breaking parole, agrees to care for a factory worker's daughter. The decision changes their lives forever.
2018-02-18	tt1538403	The Mortal Instruments: City of Bones	2013	Harald Zwart	Lily Collins,Jamie Campbell Bower,Kevin Zegers	When her mother disappears, Clary Fray learns that she descends from a line of warriors who protect our world from demons. She joins forces with others like her and heads into a dangerous alternate New York called the Shadow World.
2018-02-19	tt4027270	The Crossing 2	2015	John Woo	Ziyi Zhang,Takeshi Kaneshiro,Xiaoming Huang	A story of three couples and their intertwining love stories set in 1940s Taiwan and Shanghai, centered around the 1949 sinking of Taiping.
2018-02-22	tt1320253	The Expendables	2010	Sylvester Stallone	Sylvester Stallone,Jason Statham,Jet Li	A CIA operative hires a team of mercenaries to eliminate a Latin dictator and a renegade CIA agent.
2018-03-11	tt2582846	The Fault in Our Stars	2014	Josh Boone	Shailene Woodley,Ansel Elgort,Nat Wolff	Hazel and Gus are teenagers who meet at a cancer support group and fall in love. They both share the same acerbic wit and a love of books, especially "An Imperial Affliction", so they embark on a journey to visit an author in Amsterdam.
2018-03-16	tt0816442	The Book Thief	2013	Brian Percival	Roger Allam,Sophie Nélisse,Heike Makatsch	While subjected to the horrors of World War II Germany, young Liesel finds solace by stealing books and sharing them with others. In the basement of her home, a Jewish refugee is being protected by her adoptive parents.
